code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,total_clicks_30,active_days_30,unique_resources_30,avg_clicks_per_active_day_30,assessments_submitted_30,avg_score_30,late_submissions_30,has_early_assessment,support_needed
BBB,2013J,169213,F,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,-195.0,45,5,8,9.0,1,57.0,0,1,0
BBB,2013J,174222,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-60.0,45,4,5,11.25,1,62.0,0,1,0
BBB,2013J,174440,F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-39.0,76,8,14,9.5,1,47.0,0,1,1
BBB,2013J,174487,F,South Region,Lower Than A Level,10-20,0-35,1,60,N,Pass,-109.0,103,11,14,9.363636363636363,1,54.0,0,1,0
BBB,2013J,178738,F,East Anglian Region,HE Qualification,70-80%,0-35,1,60,N,Fail,-37.0,108,7,10,15.428571428571429,1,63.0,0,1,1
BBB,2013J,178963,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,-8.0,24,2,10,12.0,1,85.0,0,1,0
BBB,2013J,179254,F,South East Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,-61.0,15,2,9,7.5,1,67.0,0,1,1
BBB,2013J,182661,F,South Region,Lower Than A Level,40-50%,35-55,3,60,N,Pass,-31.0,0,0,0,0.0,0,,0,0,0
BBB,2013J,188026,F,Wales,HE Qualification,90-100%,0-35,1,120,N,Fail,-196.0,101,8,12,12.625,1,93.0,0,1,1
BBB,2013J,189095,F,Scotland,Lower Than A Level,50-60%,0-35,1,60,N,Fail,-29.0,398,16,24,24.875,1,85.0,0,1,1
BBB,2013J,191269,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-29.0,222,10,20,22.2,1,74.0,0,1,0
BBB,2013J,193215,F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-114.0,139,11,12,12.636363636363637,1,79.0,0,1,1
BBB,2013J,195096,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-37.0,0,0,0,0.0,1,70.0,0,1,0
BBB,2013J,195938,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Distinction,-37.0,78,6,13,13.0,1,83.0,0,1,0
BBB,2013J,197240,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,150,N,Pass,-39.0,84,11,9,7.636363636363637,1,83.0,0,1,0
BBB,2013J,197412,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-103.0,234,7,12,33.42857142857143,1,90.0,0,1,0
BBB,2013J,197759,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-141.0,213,21,15,10.142857142857142,1,87.0,0,1,0
BBB,2013J,198339,F,South Region,Lower Than A Level,30-40%,35-55,1,60,Y,Withdrawn,-86.0,66,7,13,9.428571428571429,1,80.0,0,1,1
BBB,2013J,199029,F,South Region,No Formal quals,90-100%,0-35,0,60,N,Distinction,-17.0,66,4,12,16.5,1,74.0,0,1,0
BBB,2013J,199663,M,London Region,Post Graduate Qualification,30-40%,35-55,0,60,N,Pass,-18.0,4,2,1,2.0,1,58.0,0,1,0
BBB,2013J,202879,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,-61.0,99,10,14,9.9,1,64.0,1,1,1
BBB,2013J,203640,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-107.0,11,4,3,2.75,1,63.0,0,1,0
BBB,2013J,205788,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,-195.0,150,14,28,10.714285714285714,1,71.0,0,1,0
BBB,2013J,227416,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-53.0,0,0,0,0.0,1,66.0,0,1,1
BBB,2013J,230081,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-57.0,58,8,10,7.25,1,70.0,0,1,0
BBB,2013J,231959,F,North Region,Lower Than A Level,20-30%,35-55,1,180,N,Withdrawn,-50.0,118,12,17,9.833333333333334,1,61.0,0,1,1
BBB,2013J,233317,F,Yorkshire Region,HE Qualification,60-70%,0-35,1,60,N,Pass,-23.0,306,15,25,20.4,1,69.0,0,1,0
BBB,2013J,233752,F,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-64.0,849,28,11,30.321428571428573,1,75.0,0,1,0
BBB,2013J,233957,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-142.0,6,2,3,3.0,1,83.0,1,1,1
BBB,2013J,234929,F,Wales,HE Qualification,80-90%,0-35,1,60,N,Fail,-17.0,12,3,6,4.0,1,76.0,1,1,1
BBB,2013J,240993,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Pass,-196.0,132,18,11,7.333333333333333,1,87.0,0,1,0
BBB,2013J,241338,F,South West Region,Lower Than A Level,60-70%,35-55,0,120,N,Fail,-39.0,32,5,9,6.4,1,87.0,0,1,1
BBB,2013J,242149,F,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,9.0,15,1,3,15.0,0,,0,0,1
BBB,2013J,242893,F,Yorkshire Region,No Formal quals,30-40%,0-35,1,60,N,Withdrawn,-68.0,204,5,12,40.8,1,64.0,0,1,1
BBB,2013J,243851,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,-120.0,279,28,9,9.964285714285714,1,89.0,0,1,0
BBB,2013J,243909,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-32.0,17,6,5,2.8333333333333335,1,64.0,0,1,1
BBB,2013J,243992,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-38.0,76,11,6,6.909090909090909,1,72.0,0,1,0
BBB,2013J,245987,F,South Region,A Level or Equivalent,80-90%,35-55,1,60,Y,Pass,-38.0,26,2,9,13.0,1,65.0,0,1,0
BBB,2013J,247902,F,West Midlands Region,Lower Than A Level,20-30%,0-35,2,120,N,Pass,-143.0,142,16,20,8.875,1,61.0,0,1,0
BBB,2013J,248653,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-18.0,81,6,11,13.5,1,90.0,0,1,0
BBB,2013J,248716,F,North Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-45.0,75,8,15,9.375,1,59.0,1,1,0
BBB,2013J,248800,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,Y,Withdrawn,-150.0,92,9,13,10.222222222222221,1,70.0,0,1,1
BBB,2013J,251815,F,Wales,Lower Than A Level,10-20,35-55,1,90,Y,Fail,-26.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,252257,F,East Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-19.0,57,2,14,28.5,1,57.0,0,1,0
BBB,2013J,252652,F,London Region,A Level or Equivalent,50-60%,35-55,1,120,N,Withdrawn,-61.0,38,6,9,6.333333333333333,1,75.0,0,1,1
BBB,2013J,253577,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,-65.0,557,20,20,27.85,1,76.0,0,1,0
BBB,2013J,256998,F,East Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass,-130.0,127,8,13,15.875,1,49.0,0,1,0
BBB,2013J,258035,F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,-52.0,202,10,18,20.2,1,85.0,0,1,0
BBB,2013J,260179,F,Scotland,Lower Than A Level,30-40%,0-35,1,60,N,Pass,-67.0,8,3,4,2.6666666666666665,1,83.0,0,1,0
BBB,2013J,261332,M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail,-47.0,109,9,22,12.11111111111111,1,80.0,1,1,1
BBB,2013J,261466,F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-127.0,347,7,16,49.57142857142857,1,75.0,0,1,0
BBB,2013J,262639,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-117.0,139,10,17,13.9,1,75.0,0,1,0
BBB,2013J,264152,F,Wales,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,-58.0,478,22,13,21.727272727272727,1,87.0,0,1,0
BBB,2013J,264744,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-27.0,81,8,11,10.125,1,73.0,0,1,0
BBB,2013J,265170,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-46.0,396,19,22,20.842105263157894,1,83.0,0,1,1
BBB,2013J,266331,F,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction,-54.0,216,16,11,13.5,1,85.0,0,1,0
BBB,2013J,266564,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,-67.0,24,3,7,8.0,1,77.0,0,1,0
BBB,2013J,266744,F,South West Region,A Level or Equivalent,30-40%,0-35,0,240,N,Withdrawn,-31.0,162,13,15,12.461538461538462,1,82.0,0,1,1
BBB,2013J,268589,F,London Region,A Level or Equivalent,10-20,35-55,0,90,Y,Pass,-103.0,1197,24,44,49.875,1,63.0,0,1,0
BBB,2013J,269082,F,South East Region,HE Qualification,90-100%,0-35,2,60,N,Distinction,-44.0,252,15,16,16.8,1,100.0,0,1,0
BBB,2013J,269204,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-29.0,155,7,40,22.142857142857142,1,88.0,0,1,0
BBB,2013J,270646,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,-72.0,11,4,3,2.75,1,63.0,0,1,0
BBB,2013J,272172,F,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,-81.0,159,17,16,9.352941176470589,1,63.0,0,1,1
BBB,2013J,272617,F,East Midlands Region,Lower Than A Level,20-30%,0-35,2,60,Y,Withdrawn,-39.0,7,3,2,2.3333333333333335,1,58.0,0,1,1
BBB,2013J,274247,F,South Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,-38.0,0,0,0,0.0,1,83.0,0,1,1
BBB,2013J,274971,F,Ireland,Lower Than A Level,80-90%,35-55,0,75,N,Pass,-24.0,74,6,17,12.333333333333334,1,80.0,0,1,0
BBB,2013J,276925,F,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,-96.0,90,8,17,11.25,1,71.0,0,1,1
BBB,2013J,277537,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-26.0,141,10,7,14.1,1,75.0,0,1,1
BBB,2013J,277812,F,South East Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-142.0,97,13,8,7.461538461538462,1,87.0,0,1,0
BBB,2013J,278272,M,East Anglian Region,HE Qualification,20-30%,35-55,1,120,N,Fail,-54.0,100,12,19,8.333333333333334,1,59.0,0,1,1
BBB,2013J,278794,F,South West Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Pass,-185.0,207,22,6,9.409090909090908,0,,0,0,0
BBB,2013J,280140,F,Scotland,Lower Than A Level,40-50%,0-35,2,60,Y,Fail,-60.0,69,3,19,23.0,1,50.0,1,1,1
BBB,2013J,280151,F,London Region,A Level or Equivalent,10-20,0-35,0,210,Y,Fail,-25.0,27,4,6,6.75,1,68.0,0,1,1
BBB,2013J,282038,F,North Western Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,-43.0,26,4,3,6.5,1,65.0,0,1,1
BBB,2013J,282785,F,Ireland,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn,-47.0,5,1,3,5.0,1,61.0,0,1,1
BBB,2013J,284906,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,2,60,N,Pass,-192.0,27,3,5,9.0,1,82.0,0,1,0
BBB,2013J,285050,M,North Western Region,HE Qualification,0-10%,0-35,1,180,N,Fail,-4.0,103,22,7,4.681818181818182,1,71.0,1,1,1
BBB,2013J,286402,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,-85.0,418,24,29,17.416666666666668,1,79.0,0,1,0
BBB,2013J,286690,F,Wales,Lower Than A Level,70-80%,0-35,2,60,N,Fail,-44.0,39,1,8,39.0,1,73.0,0,1,1
BBB,2013J,287107,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,-103.0,550,16,23,34.375,1,78.0,0,1,0
BBB,2013J,287309,F,South West Region,Lower Than A Level,40-50%,0-35,2,120,N,Pass,-153.0,73,9,11,8.11111111111111,1,56.0,0,1,0
BBB,2013J,287679,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-45.0,411,16,26,25.6875,1,67.0,0,1,0
BBB,2013J,289753,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,210,Y,Withdrawn,-16.0,200,17,20,11.764705882352942,1,55.0,0,1,1
BBB,2013J,289965,F,Wales,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,-64.0,64,6,11,10.666666666666666,1,95.0,0,1,1
BBB,2013J,290089,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Distinction,-115.0,201,13,15,15.461538461538462,1,65.0,0,1,0
BBB,2013J,291544,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,Y,Distinction,-144.0,77,6,10,12.833333333333334,1,85.0,0,1,0
BBB,2013J,292537,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-17.0,13,4,4,3.25,1,78.0,1,1,0
BBB,2013J,293712,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-38.0,130,10,10,13.0,1,84.0,0,1,0
BBB,2013J,293754,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction,-61.0,257,19,25,13.526315789473685,1,78.0,0,1,0
BBB,2013J,293760,F,Ireland,Lower Than A Level,30-40%,0-35,1,120,N,Pass,5.0,31,3,5,10.333333333333334,1,56.0,0,1,0
BBB,2013J,301583,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,-31.0,219,15,7,14.6,1,72.0,0,1,1
BBB,2013J,301987,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-60.0,117,14,9,8.357142857142858,1,95.0,0,1,0
BBB,2013J,303331,F,East Anglian Region,Lower Than A Level,10-20,0-35,3,60,N,Withdrawn,-163.0,272,20,21,13.6,1,71.0,0,1,1
BBB,2013J,303617,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-110.0,173,13,25,13.307692307692308,1,75.0,0,1,1
BBB,2013J,304069,F,South East Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,-94.0,57,8,12,7.125,1,53.0,0,1,1
BBB,2013J,305173,M,Wales,Lower Than A Level,10-20,0-35,2,60,N,Fail,-38.0,41,2,17,20.5,1,50.0,0,1,1
BBB,2013J,305812,F,East Anglian Region,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn,-23.0,97,3,11,32.333333333333336,0,,0,0,1
BBB,2013J,305935,F,South East Region,HE Qualification,80-90%,0-35,1,180,N,Fail,-114.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,306964,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,-12.0,122,11,21,11.090909090909092,1,48.0,0,1,0
BBB,2013J,307193,M,Wales,Lower Than A Level,10-20,35-55,0,60,N,Fail,-29.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,307230,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-44.0,146,7,16,20.857142857142858,1,79.0,0,1,1
BBB,2013J,308359,F,East Midlands Region,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn,-67.0,22,3,8,7.333333333333333,0,,0,0,1
BBB,2013J,308509,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-130.0,38,5,9,7.6,0,,0,0,1
BBB,2013J,308703,F,Wales,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-44.0,150,9,18,16.666666666666668,1,77.0,0,1,1
BBB,2013J,308852,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-17.0,0,0,0,0.0,1,55.0,0,1,1
BBB,2013J,310125,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-32.0,96,2,18,48.0,1,74.0,0,1,1
BBB,2013J,310933,F,Wales,Lower Than A Level,50-60%,0-35,1,60,N,Pass,-88.0,100,8,12,12.5,1,70.0,0,1,0
BBB,2013J,314850,F,South East Region,A Level or Equivalent,70-80%,35-55,1,120,N,Withdrawn,-180.0,180,10,23,18.0,1,75.0,0,1,1
BBB,2013J,315105,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,2,60,N,Distinction,-87.0,76,7,16,10.857142857142858,1,80.0,0,1,0
BBB,2013J,316076,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,-54.0,108,10,13,10.8,1,88.0,0,1,0
BBB,2013J,318848,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-28.0,65,7,14,9.285714285714286,1,78.0,0,1,0
BBB,2013J,319618,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass,-31.0,93,7,11,13.285714285714286,1,95.0,0,1,0
BBB,2013J,320051,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-32.0,0,0,0,0.0,1,80.0,0,1,0
BBB,2013J,320757,M,Scotland,Lower Than A Level,90-100%,0-35,1,60,N,Pass,-81.0,235,19,12,12.368421052631579,1,69.0,0,1,0
BBB,2013J,323090,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-29.0,45,7,6,6.428571428571429,2,80.5,0,1,0
BBB,2013J,323606,F,South Region,A Level or Equivalent,10-20,35-55,0,120,N,Pass,-73.0,102,9,18,11.333333333333334,1,72.0,0,1,0
